stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\wayne\Final_Project\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53136] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53138] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53140] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53142] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53145] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53147] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.53149] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.53152] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.53154] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.53157] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.53224] added dtor for bitmap 000000000f8c4300, func 00007ffde17e1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53432] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53439] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53441] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53444] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53447] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53450] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53452] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53454] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53456] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   4.53458] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   4.53461] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   4.53463] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   4.53465] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   4.53509] added dtor for bitmap 000000000f8c4150, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.54545] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.54587] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   4.54697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   4.54705] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   6.69528] opening ./assets/gif/Hero/dragonite_right.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69766] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69775] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69778] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69780] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69783] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69785] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69787] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69789] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.69792] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.69794] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.69796] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.69799] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.69801] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.69864] added dtor for bitmap 000000000f8c44b0, func 00007ffde17e1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70047] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70053] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70055] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70057] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70059] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70061] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70063] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70064] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   6.70066] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   6.70068] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   6.70071] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   6.70073] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   6.70075] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   6.70136] added dtor for bitmap 000000000f8c4660, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.70521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.70526] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   6.70611] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   6.70616] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [   9.89817] destroying display 000000000130bc10 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90201] converting display bitmap 000000000f8c4660 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90213] added dtor for bitmap 000000000f8c4b70, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90309] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90318] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90324] removed dtor for bitmap 000000000f8c4b70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90338] converting display bitmap 000000000f8c44b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90346] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90432] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90436] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90447] converting display bitmap 000000000f8c4150 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90450] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90530] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90535] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90539] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90549] converting display bitmap 000000000f8c4300 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90552] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90621] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90626] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90629] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90646] converting display bitmap 000000000f8c4810 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90650] added dtor for bitmap 000000000f8c4ed0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90812] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90816] removed dtor for bitmap 000000000f8c4ed0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90833] converting display bitmap 0000000002cb1320 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90837] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.90917] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.90922] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.90941] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.90953] converting display bitmap 0000000002caddd0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.90961] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91176] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91181] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.91427] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.91505] converting display bitmap 0000000002ca61f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.91516] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91604] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91608] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.91612] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.91629] converting display bitmap 0000000002cacf30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.91635] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91722] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91727] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.91730] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.91748] converting display bitmap 0000000002cad460 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.91754] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91824] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91828] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.91832] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.91853] converting display bitmap 0000000002cad2b0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.91860] added dtor for bitmap 000000000f8c4b70, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.91968] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.91975] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.91979] removed dtor for bitmap 000000000f8c4b70
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.91998] converting display bitmap 0000000002cad100 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.92004] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.92096] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.92102] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.92106] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.92128] converting display bitmap 0000000002caf2d0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.92134] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.92269] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.92276] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.92279] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.92314] converting display bitmap 0000000002cae110 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.92320] added dtor for bitmap 000000000f8c4d20, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.92478] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.92484] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.92487] removed dtor for bitmap 000000000f8c4d20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.92497] converting display bitmap 0000000002caf500 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.92500] added dtor for bitmap 000000000f8c49c0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.92575] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.92581] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.92584] removed dtor for bitmap 000000000f8c49c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   9.92593] converting display bitmap 0000000002c6ad10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   9.92598] added dtor for bitmap 000000000f8c4ed0, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   9.92726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   9.92733] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.92801] removed dtor for bitmap 000000000f8c4ed0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [   9.92837] waiting for display 000000000130bc10's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  10.08647] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  10.08664] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  10.11658] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11696] removed dtor for timer 0000000002c65a80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11709] removed dtor for queue 0000000002c65b30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11727] removed dtor for bitmap 000000000f8c4300
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11731] removed dtor for bitmap 000000000f8c4150
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11733] removed dtor for bitmap 0000000002cacf30
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11743] removed dtor for bitmap 0000000002ca61f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11750] removed dtor for bitmap 0000000002cb1320
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11759] removed dtor for bitmap 000000000f8c4810
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11763] removed dtor for bitmap 000000000f8c44b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11765] removed dtor for bitmap 000000000f8c4660
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11767] removed dtor for ttf_font 0000000002c75730
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11774] removed dtor for ttf_font 0000000002c75820
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11780] removed dtor for ttf_font 0000000002c75520
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11784] removed dtor for ttf_font 0000000002c75ac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11791] removed dtor for ttf_font 0000000002c75910
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11820] removed dtor for ttf_font 0000000002ca2e10
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11836] removed dtor for bitmap 0000000002caddd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11869] removed dtor for bitmap 0000000002c6ad10
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11879] removed dtor for bitmap 0000000002caf500
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11881] removed dtor for bitmap 0000000002cae110
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11883] removed dtor for bitmap 0000000002caf2d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11884] removed dtor for bitmap 0000000002cad100
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11888] removed dtor for bitmap 0000000002cad2b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11890] removed dtor for bitmap 0000000002cad460
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.11893] removed dtor for sample 0000000002ca29f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12047] removed dtor for sample_instance 0000000002c6a0e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12049] removed dtor for sample 0000000002ca2e40
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12051] removed dtor for sample_instance 0000000002c67150
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12053] removed dtor for sample_instance 0000000002c67270
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12054] removed dtor for sample_instance 0000000002c673e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12056] removed dtor for sample_instance 0000000002c67500
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12057] removed dtor for sample_instance 0000000002c676b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12059] removed dtor for sample_instance 0000000002c69430
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12061] removed dtor for sample_instance 0000000002c74ff0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12063] removed dtor for sample_instance 0000000002c75110
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12064] removed dtor for sample_instance 0000000002c75230
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12066] removed dtor for sample_instance 0000000002c75350
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12067] removed dtor for sample_instance 0000000002c75c80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12069] removed dtor for sample_instance 0000000002c7ddb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12070] removed dtor for sample_instance 0000000002c7ded0
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12072] removed dtor for sample_instance 0000000002c6a200
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12074] removed dtor for sample_instance 0000000002c69d80
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12075] removed dtor for sample_instance 0000000002c69900
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12077] removed dtor for mixer 0000000002c66f10
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  10.12079] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  10.12080] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  10.12794] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  10.12811] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  10.12816] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  10.12823] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  10.12830] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  10.12835] removed dtor for voice 0000000002c66dd0
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  10.12837] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  10.12839] Deallocated voice
audio-dsound D           dsound.cpp:296  _dsound_close                    [  10.12842] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  10.29739] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  10.29747] DirectSound closed
